text,label
"Hoà Phát chốt quyền trả cổ tức 2020: Gia đình ông Trần Đình Long chuẩn bị nhận 577 tỷ đồng tiền mặt và hơn 404,7 triệu cổ phiếu HPG",0
Sếp phó Hoà Phát ông Trần Tuấn Dương muốn bán ra 12 triệu cổ phiếu HPG,0
"Con trai ông Trần Đình Long đăng ký mua 5 triệu cổ phiếu HPG, quyền phủ quyết của Tập đoàn sẽ trong tay gia đình Chủ tịch",2
VDSC nâng giá mục tiêu HPG dù dự báo nhu cầu thép xây dựng sụt giảm trong quý 3,1
Con trai Chủ tịch Trần Đình Long phải dừng mua 5 triệu cổ phiếu HPG,0
Hoà Phát: Hơn 1 tỷ cổ phiếu HPG đợt chia cổ tức sẽ bắt đầu giao dịch từ ngày 28/6/2021,0
Con trai ông Trần Đình Long phải tạm dừng việc mua thêm 5 triệu cổ phiếu HPG theo yêu cầu của UBCK,0
"HPG, STB, TCB, MBB, SSI: Top 5 mã chứng khoán khối lượng giao dịch lớn nhất",2
Cập nhật cổ phiếu HPG – Giá thép tăng thúc đẩy lợi nhuận năm 2021,2
HPG lọt Top 3 Doanh nghiệp niêm yết có hoạt động quan hệ nhà đầu tư tốt nhất,2
"Cổ phiếu của năm 2021: DIG, HPG và CEO",2
HPG rót thêm 3.300 tỷ đồng vào Bất động sản Hòa Phát,0
Phó Tổng Giám đốc Hòa Phát đăng ký bán cổ phiếu HPG vì nhu cầu tài chính cá nhân,2
"Ông Trần Đình Long: 'Chúng tôi không can thiệp giá cổ phiếu, đầu tư HPG cần nhìn xa’",0
Cập nhật cổ phiếu HPG – Kế hoạch lợi nhuận năm 2022 phù hợp với kỳ vọng,2
Hòa Phát (HPG) rớt khỏi top 10 doanh nghiệp vốn hóa lớn nhất sàn chứng khoán,0
"Người thân lãnh đạo Hoà Phát không mua hết lượng cổ phiếu HPG đã đăng ký do ""chưa thu xếp được kế hoạch tài chính""",0
"Cổ phiếu giảm hơn 42% từ đỉnh, người nhà lãnh đạo Hòa Phát đăng ký mua 300.000 cổ phiếu HPG",0
"Hòa Phát đã phát hành 1,34 tỷ cổ phiếu HPG, sắp chuyển giao cho gần 168.000 cổ đông",2
"VIC cùng HPG ""đẩy lùi"" VN-Index trong tuần qua",0
NĐT 'bắt dao rơi' cổ phiếu HPG tạm lỗ gần 260 tỷ đồng sau 4 phiên,0
"HPG phá kỷ lục thanh khoản khi giá xuống đáy hai năm, khớp lệnh gần 82 triệu cổ phiếu một phiên",0
"Cổ phiếu Hoà Phát (HPG) ""trôi"" xuống đáy 2 năm, thị giá về vùng 16.x",0
"Cổ phiếu thép tăng quật khởi, HPG tím lịm lần thứ 2 trong năm",0
"Cổ phiếu về giá 1x, Hòa Phát (HPG) rớt khỏi top 10 doanh nghiệp vốn hóa lớn nhất sàn",0
"Thị giá giảm 60% từ đỉnh và P/B về mức 1 lần, vì sao HPG vẫn chưa hấp dẫn",0
Điều gì khiến Hòa Phát (HPG) lỗ kỷ lục hơn 1.700 tỷ đồng trong quý 3/2022?,0
Một công ty chứng khoán đang “gồng lỗ” gần trăm tỷ đồng cổ phiếu HPG,0
"Cổ phiếu “trôi” về đáy 23 tháng, Hòa Phát (HPG) rời khỏi top 10 doanh nghiệp vốn hóa lớn nhất sàn chứng khoán",0
"Sau gần 30 tháng, cổ phiếu “quốc dân” Hòa Phát (HPG) lại có giá 1x",0
Thép Hòa Phát (HPG) đón tín hiệu vui từ thị trường xuất khẩu đầu năm,2
"Quỹ thuộc SGI Capital bán sạch MBB, PLX, HPG, ACG, nâng tiền mặt lên hơn 70%",2
Chị gái Phó chủ tịch Hòa Phát muốn bán ra toàn bộ cổ phiếu HPG,0
"Hòa Phát có thêm 18.000 cổ đông sau một năm, HPG tiếp tục là ‘cổ phiếu quốc dân’",0
"Cổ phiếu quốc dân Hòa Phát (HPG) tăng một mạch lên đỉnh 8 tháng, từ tay ngang tới cá mập trên sàn chứng khoán ""thở phào""",0
"Hoà Phát (HPG) tự tin bán được hàng, mở lại đủ 7 lò cao, đề xuất đầu tư 4 dự án 120.000 tỷ, cổ phiếu được đà thăng hoa",0
Cổ phiếu HPG lên cao nhất 8 tháng,0
An tâm với cổ phiếu quốc dân HPG,2
Về bờ bằng ... HPG,0
"Rơi lệ không rơi hàng, nhiều nhà đầu tư “gồng lỗ” HPG sắp về bờ",0
"Từng lỗ đậm khi ôm cổ phiếu Hoà Phát, các tay chơi đang “về bờ”, có DN đã lãi trở lại khi thị giá HPG tăng 84% sau nửa năm",0
"6 tháng, HPG báo lãi giảm 85% so với cùng kỳ còn 1.830 tỷ đồng",0
"Vé xem concert BLACKPINK tại Mỹ Đình đắt cỡ nào: Bỏ ra 400 cổ phiếu HPG mới được ngồi ghế khu VIP, một lô NVL chỉ có vị trí rẻ tiền nhất",0
Cổ phiếu HPG (Hòa Phát) vẫn giảm dù có tin dự án cảng container 3.700 tỷ đi vào hoạt động,0
"Đẩy mạnh xuất khẩu sang EU, lãi quý 3 của Tập đoàn Hoà Phát (HPG) có thể vượt 2.000 tỷ đồng",2
"Giá thép khó giảm sâu thêm, lãi ròng của Tập đoàn Hoà Phát (HPG) sẽ tăng mạnh từ năm sau",0
Hòa Phát (HPG) thông báo tăng giá thép,2
"Chi gần 1.000 tỷ bắt đúng đáy HPG, con trai ông Trần Đình Long lãi ngay 100 tỷ sau 1 tháng, tài sản ngang ngửa 2 bậc ""cha chú"" trong Hòa Phát",0
'Thiếu gia kín tiếng' nhà Hòa Phát Trần Vũ Minh kiếm trăm tỷ nhờ 'bắt đáy' cổ phiếu HPG,0
"Tiêu thụ phục hồi mạnh, lãi ròng quý 4/2023 của Tập đoàn Hoà Phát (HPG) dự báo tăng 15%",2
Giá thép khó tăng mạnh nhưng lãi ròng năm 2024 của Tập đoàn Hoà Phát (HPG) có thể tăng 52%,1
"Hàng vạn cổ đông Hòa Phát sắp họp ĐHCĐ thường niên tại khách sạn 5 sao, thị giá HPG ""băng băng"" về đỉnh 21 tháng",0
Năm 2024 - Khởi đầu chu kỳ lợi nhuận mới của Tập đoàn Hoà Phát (HPG),2
"Dự án hàng nghìn tỷ của Tập đoàn Hòa Phát (HPG) tại Hưng Yên vừa bị Thanh tra Chính phủ ""điểm tên"" vi phạm",0
"Loạt doanh nghiệp tay ngang đem tiền đầu tư chứng khoán: Vĩnh Hoàn tăng NLG, DXS, giảm KBC, DN đã bán hết HPG",0
"Hòa Phát (HPG) đặt mục tiêu năm 2024 lãi 10.000 tỷ đồng, chi trả cổ tức 10%",0
Cột mốc mới trên hành trình sản xuất thép HRC của Tập đoàn Hòa Phát (HPG),2
Dung Quất 2 giúp giá HRC của Tập đoàn Hoà Phát (HPG) ở mức cạnh tranh hàng đầu châu Á,2
Hòa Phát (HPG) cán mốc 9 triệu tấn thép HRC,2
"Khu liên hiệp sản xuất Gang thép Hòa Phát Dung Quất 2 khẩn trương về đích, đưa Hòa Phát (HPG) vào top 30 doanh nghiệp thép lớn nhất thế giới",2
"'Cổ phiếu Hòa Phát (HPG) từ tốt đến rất tốt', tôi mua vào khi giá 58.000 đồng",2
Tiêu thụ thép của Tập đoàn Hoà Phát (HPG) lên cao nhất hơn 2 năm trở lại đây,0
Gần 166.000 cổ đông Hòa Phát sắp nhận về hơn nửa tỷ cổ phiếu HPG,0
"HPG chốt phương án phát hành 581,4 triệu cổ phiếu",0
Tập đoàn Hoà Phát (HPG): Thông qua việc phát hành hơn 580 triệu cổ phiếu,2
"13.200 cổ đông 'rời tàu' Hòa Phát sau 1 năm, ai không đủ kiên nhẫn 'gồng lỗ', ai hưởng trái ngọt nhờ cuộc phục hồi ngoạn mục của HPG?",0
"Đón tin tốt, HPG giúp tỷ phú Trần Đình Long vững top 3 giàu nhất Việt Nam",2
Doanh nghiệp thuộc Tập đoàn Hòa Phát (HPG) bị phạt nặng vì chiếm đất trái phép 6 lần chỉ trong 4 năm,0
"Thiếu thành viên Hội đồng quản trị độc lập, HPG bị phạt tiền",0
Hòa Phát (HPG): Động thái mới của khu công nghiệp đầu tư tổ hợp dự án 120.000 tỷ đồng tại Phú Yên,2
HPG: Liên minh châu Âu 'giáng đòn' vào sản phẩm thép HRC từ Việt Nam: 2 ông lớn Hòa Phát và Formosa 'lâm nguy' - Chi tiết bài viết,0
Choáng với số tiền Tập đoàn Hòa Phát (HPG) đã nộp ngân sách Nhà nước kể từ khi niêm yết,0
"Hòa Phát (HPG) và Formosa gặp khó, sản lượng xuất khẩu HRC giảm 42%",0
"Tập đoàn Hòa Phát (HPG): Lập kỷ lục mảng thép, thắng lớn với mảng chăn nuôi",2
Tập đoàn Hoà Phát (HPG) tự tin đủ năng lực làm đường ray dự án đường sắt cao tốc 70 tỷ USD,2
"Có 84 triệu USD, Hòa Phát (HPG) gánh lỗ tỷ giá bao nhiêu?",0
Hoà Phát (HPG) của tỷ phú Trần Đình Long có thể lãi ròng gần 13.000 tỷ trong năm sau nhờ siêu dự án tỷ USD Dung Quất 2 đi vào hoạt động?,0
"Xuất khẩu gặp khó, 5,6 triệu tấn thép từ Dung Quất 2 của Tập đoàn Hòa Phát (HPG) sẽ tiêu thụ ở đâu?",0
"9 tháng, doanh thu của HPG đạt trên 4 tỷ USD, hoàn thành 75% kế hoạch năm 2024",0
Biên lợi nhuận của Tập đoàn Hòa Phát (HPG) dự kiến sẽ tiếp tục tăng,2
Cập nhật cổ phiếu HPG - Dự án đường sắt cao tốc Bắc-Nam sẽ là một trong những động lực tăng trưởng trong dài hạn,2
HPG: Hòa Phát (HPG) sau hơn 1 năm tuyên bố nhường sân chơi mảng thị phần béo bở cho các doanh nghiệp khác - Chi tiết bài viết,0
"Tồn kho của các “ông lớn” ngành thép HPG, HSG, NKG bao nhiêu?",0
"Mảng khu công nghiệp thắng lớn, Tập đoàn Hòa Phát (HPG) sẽ phát triển thêm 7 dự án nữa",2
BSC Research: 'Quả đấm thép' 85.000 tỷ đồng của Hòa Phát (HPG) không cần lo đầu ra vào năm 2025,0
"Vingroup (VIC) vượt Hòa Phát (HPG), trở thành doanh nghiệp tư nhân lớn nhất Việt Nam",2
"Tập đoàn Hòa Phát (HPG) hoàn thành dây chuyền HRC 5,6 triệu tấn/năm tại dự án Dung Quất 2",2
"Quỹ ETF ngoại quy mô 11.000 tỷ thêm mới duy nhất SIP, dự kiến mua lượng lớn một cổ phiếu chứng khoán nhưng sẽ bán bớt HPG, VND, NVL, SHB",0
Hòa Phát (HPG) được chấp thuận đầu tư 8 dự án với tổng vốn 180.000 tỷ đồng,2
HPG: Hòa Phát (HPG) tuyển dụng hơn 3.000 nhân sự trước thềm vận hành siêu dự án thép 85.000 tỷ đồng - Chi tiết bài viết,0
Hòa Phát (HPG) lần thứ 10 liên tiếp lọt Top doanh nghiệp tư nhân lớn nhất Việt Nam,2
Tập đoàn Hòa Phát (HPG): Sẵn sàng cung ứng 10 triệu tấn thép chất lượng cao làm đường sắt,2
"Được đề nghị sản xuất thép chất lượng cao, cổ phiếu HPG hồi phục",2
"Loạt cổ phiếu trụ giảm sâu, HPG bị xả mạnh giá thủng đáy 4 tháng",0
Hoà Phát (HPG) rót hơn 60.000 tỷ đồng vào “quả đấm thép” Dung Quất 2,0
"Hòa Phát (HPG) đã thanh lý, xoá sổ hơn 1.100 tỷ đồng với các phương tiện vận tải, truyền dẫn",2
"Thủ tướng đề nghị Hòa Phát (HPG) đẩy mạnh nghiên cứu, sản xuất thép ray cho đường sắt cao tốc Bắc – Nam 67 tỷ USD",2
"Mỹ áp thuế 25% lên thép: HPG 'miễn nhiễm' vì lý do bất ngờ, nhóm HSG, NKG và GDA thì không",0
"Thắng lớn nhờ luyện thép và làm nông nghiệp, Hòa Phát (HPG) cũng mát tay với bất động sản, biên lãi gộp gấp 41 lần Novaland",2
33.000 nhân sự Tập đoàn Hòa Phát (HPG) 'chạy hết công suất' ngay ngày đầu năm mới,0
Cập nhật cổ phiếu HPG - Năm 2025: Kế hoạch HĐKD mạnh mẽ với lợi nhuận thuần tăng trưởng 25%,2
"Hòa Phát (HPG) gỡ vướng cho 250 nhà thầu và đối tác, mục tiêu vận hành dự án 85.000 tỷ trong quý I/2025",2
"Một trong những “cá mập” lớn nhất trên TTCK liên tục hút thêm vài nghìn tỷ vốn ngoại trong 4 tháng qua, mua hàng chục triệu cổ phiếu ngân hàng, HPG, DXG...",2
"Hòa Phát (HPG) sắp đối mặt với áp lực mới từ châu Âu, chính thức có hiệu lực từ ngày 1/1/2026",2
"Danh mục cổ phiếu biến động nhất hôm nay 26/3: TLH, VPS, SMC đua nhau tím trần, HPG hút dòng tiền",0
"Sau hơn một năm ""ôm"" tiền mặt, một quỹ đã mạnh tay giải ngân, mua nhiều nhất là HPG",0
Khách hàng bất ngờ nhận được mã xác thực OTP khi chưa từng giao dịch tại MBBank,0
Một Phó tổng MBBank đăng ký mua 1 triệu cổ phiếu MBB,2
MBB “tím lịm” sau thông tin MB được chấp thuận tăng vốn thêm gần 9.800 tỷ,0
"MBBank tăng vốn điều lệ lên 37.782 tỷ đồng, chào bán riêng lẻ 70 triệu cổ phiếu",0
"App MBBank ""đa-zi-năng"" - Khi cả ngân hàng thu bé lại trong lòng bàn tay",0
MBBank thanh toán tới 100 triệu đồng nếu khách hàng bị “hack” tài khoản,0
"MBBank báo lợi nhuận kỷ lục 16.527 tỷ đồng, gần đuổi kịp VietinBank",0
Cập nhật cổ phiếu MBB – Triển vọng tăng trưởng mạnh mẽ,2
MB nâng tầm hệ sinh thái đầu tư trên ứng dụng MBBank,2
Hợp tác toàn diện giữa EuroStyle và MBBank hướng tới gia tăng trải nghiệm cao cấp cho khách hàng Private,2
Đầu tư cùng nền tảng Wealth Management trên app MBBank,2
"Hoà Phát, MBBank và 6 doanh nghiệp được Agriseco định giá tiềm năng",2
MBBank (MBB) phát hành thêm hơn 755 triệu cổ phiếu trả cổ tức,0
"MBBank: Khác biệt trong tăng trưởng CASA, lợi nhuận quý II tăng rất mạnh",1
MBBank thu hút nhân lực chất lượng cao tại Mỹ,2
"Giao dịch chứng khoán trên app MBBank – Thuận tiện, phí cực thấp 0.06%",2
MB ra mắt tính năng chuyển khoản “Tách lệnh tự động” trên App MBBank,0
Điểm mặt 5 tính năng mới trên BIZ MBBank cho doanh nghiệp,2
"MBB - MBS tung gói kích cầu, cấp hạn mức cho vay chứng khoán 15 tỷ đồng/tài khoản",0
MBBank và cách truyền thông “trẻ hóa” thu hút Gen Z trên TikTok,2
Cổ phiếu MBB – Thông tin và lịch sử giá,2
MBBank chuẩn bị nhận chyển giao bắt buộc ngân hàng nào?,0
Ngân hàng Quân đội (MBB) nhìn từ khoản doanh thu bảo hiểm 10.100 tỷ đồng năm 2022,0
"Khối tự doanh công ty chứng khoán ngày 14/7: Tâm điểm ""xả"" STB và MBB",0
MBBank trợ lực giúp doanh nghiệp yên tâm khi giao dịch thương mại quốc tế,2
"MBBank (MBB) báo lãi 26.200 tỷ đồng, vượt mặt lợi nhuận 2 ông lớn Big4",2
Ngân hàng MBBANK bắt tay với eVIPcare ra mắt dòng thẻ đen quyền lực tại Việt Nam,0
Lãi suất tiết kiệm mới nhất ngân hàng MBBank tháng 1/2024: Kỳ hạn 3 năm hưởng lãi suất cao nhất,2
MB bán xong 73 triệu cổ phiếu MBB cho Viettel và SCIC,0
"MBB lập đỉnh lịch sử, một cổ đông Nhà nước đăng ký mua 30 triệu cổ phiếu",2
"Chủ tịch MBBank: Tình hình Novaland đang tốt lên, khả năng phục hồi dự án tương đối khả quan",2
Công ty con của SCIC đã bán khớp lệnh toàn bộ số cổ phiếu MBB nắm giữ,0
"Kinh tế trưởng MB: Người ta nói ""của rẻ là của ôi"" nhưng MBB thì không như vậy, chỉ rõ sự khác biệt của MB và lợi thế cạnh tranh",1
"Ngân hàng Quân đội (MBB): Nợ xấu tăng vọt, lợi nhuận quý 1 “rơi” 11%",0
"Cổ đông nô nức đi họp ĐHCĐ MBBank (MBB), tiếp tục được tri ân 'tiền ăn trưa'",0
"Một doanh nghiệp đa ngành nghìn tỷ khởi kiện MBBank - Bài 5: Ngân hàng nói thực hiện đúng pháp luật, Công ty khẳng định ngân hàng thông tin sai sự thật",0
"Tăng mạnh trích lập dự phòng rủi ro tín dụng, MBBank báo lãi trước thuế giảm 11%",0
MBBank targets profit growth of 6-8% this year,2
"Vừa ‘phát phong bì’ 600 triệu đồng cho hơn nghìn cổ đông, cổ phiếu MBB vẫn đỏ lửa",0
Digi Invest powered by MBBank hợp tác phân phối chứng chỉ quỹ mở VinaCapital,2
Ngân hàng MB (MBB) phải nộp bổ sung hơn 17 tỷ đồng tiền thuế,0
Chân dung 7 nhân sự mới trong Hội đồng quản trị MBBank,2
MBBank (MBB) bổ nhiệm thêm Phó Tổng Giám đốc mới,2
"Cập nhật cổ phiếu MBB – Nền tảng cải thiện; tăng 5,7% giá mục tiêu",2
Cổ phiếu MBB với cơ hội tăng trưởng tín dụng và cải thiện CASA bán lẻ,2
Ngân hàng Quân đội (MBB): Khoản vay của Novaland và Trung Nam không thuộc nhóm nợ xấu,0
MBBank (MBB) đang 'rót' 36.900 tỷ đồng vào chứng khoán đầu tư,0
Cặp đôi cổ phiếu MBB và MBS cùng lập kỷ lục giá mới,2
"MCredit - công ty tài chính tiêu dùng của MBB: Lãi bốc hơi 87%, nợ phải trả vượt 24.800 tỷ",0
"MB Bank (MBB): Đạt mốc tổng tài sản hơn 1 triệu tỉ đồng, đối diện với áp lực hơn 4000 tỉ đồng nợ xấu có khả năng mất vốn",2
"Ngân hàng Vietcombank (VCB), Quân đội (MBB) sắp chính thức nhận chuyển giao các ngân hàng 0 đồng",0
KBSV: Áp lực nợ xấu đối với Ngân hàng Quân đội (MBB) vẫn tương đối lớn,1
Nhà máy Z179 và T608 đăng ký chuyển nhượng 350.666 cổ phiếu MBB,2
"MBBank lãi ròng hơn 16.500 tỷ đồng sau 9 tháng, nợ xấu tăng 60% so với đầu năm",0
App MBBank hỗ trợ cập nhật căn cước qua tài khoản VNeID tiện lợi và nhanh chóng,2
App MBBank hỗ trợ cập nhật căn cước công dân qua tài khoản VNeID,2
App MBBank là một trong những ngân hàng tiên phong hỗ trợ cập nhật căn cước qua tài khoản VNeID,2
App MBBank chính thức hỗ trợ người dùng cập nhật căn cước qua tài khoản định danh điện tử VNeID,2
Ngân hàng số BIZ MBBank - Chinh phục doanh nghiệp bởi sự tiện lợi và bảo mật cao,2
"Chân dung CEO MBBank Phạm Như Ánh, người vừa nhảy vũ đạo 'Bên trên tầng lầu' cực chất gây bão",0
MBB: BCTC Tóm tắt Hợp nhất quý 4 năm 2024,0
Cổ phiếu MBB - Có nên MUA GOM giá này? Giá mua và định giá chốt lời ngân hàng Quân đội năm 2025,0
MBBank báo lãi trước thuế gần 29.000 tỷ đồng năm 2024,0
"""Chuyển tiền quốc tế 0 đồng"" trên nền tảng số BIZ MBBank",0
Cập nhật cổ phiếu MSN – Masan Consumer đã mua 52% cổ phần NET,2
"""Tôi hy vọng Neymar trở lại, MSN lại sát cánh cùng nhau""",0
Barca với ký ức tuyệt vời về cú ăn ba cùng tam tấu MSN,2
“Bộ đôi hoàn hảo” Hồ Hùng Anh - Nguyễn Đăng Quang bất ngờ vượt qua tỷ phú Trần Đình Long nhờ sóng MSN,2
MSN của Barca trở thành cây đinh ba xuất sắc nhất thế kỷ,2
Cập nhật cổ phiếu MSN – MSN mua 20% cổ phần Phúc Long Heritage,2
"Chiến lược tăng trưởng hiệu quả, định giá cho cổ phiếu MSN tăng mạnh",2
Quỹ Chính phủ Singapore đã bán thoả thuận hơn 19 triệu cổ phiếu MSN thu về hơn 2.500 tỷ đồng,0
Cập nhật cổ phiếu MSN – Ký biên bản ghi nhớ về hợp tác chiến lược với De Heus,2
Đội hình 11 ngôi sao đã chia tay Barcelona: Tam tấu MSN,0
Cập nhật cổ phiếu MSN – Động lực tăng trưởng mạnh mẽ được kỳ vọng sẽ tiếp tục duy trì,2
Cổ phiếu MSN – Thông tin và lịch sử giá,2
Cổ phiếu MSN có gì mà quỹ đầu tư hàng đầu thế giới gom đến 200 triệu USD?,0
"Quỹ 180 tỷ USD Bain Capital dẫn đầu nhóm NĐT rót tối thiểu 200 triệu USD vào Masan (MSN), mua giá 85.000 đồng/cp",0
"Một công ty chứng khoán bán hết cổ phiếu DIG, MSN, TCB trong quý 3, đem tiền gửi ngân hàng",0
"Sau khi chi hàng tỷ đô mua VIC, MSN, OIL..., chaebol Hàn Quốc muốn nâng sở hữu tại một công ty dược Việt Nam lên 65% mà không cần chào mua công khai",0
Tập đoàn Masan (MSN): Biên lợi nhuận gộp của Masan Consumer vượt đỉnh lịch sử,2
"Đôi bạn Masan và Techcombank: MSN trầy trật trước ngưỡng 100.000 tỷ đồng vốn hóa, Techcombank vọt lên cao nhất 20 tháng",0
Kỳ vọng chuỗi WinCommerce của Tập đoàn Masan (MSN) sắp có lợi nhuận,2
Vì sao J.P Morgan định giá cổ phiếu MSN 102.000 đồng trong năm 2024?,0
"Tập đoàn Masan (MSN) “chốt lời” khoản đầu tư vào H.C. Starck Holding, dồn lực cho mảng bán lẻ",0
"Masan ""chốt lãi"" khoản đầu tư vào MHT, bộ đôi cổ phiếu MSN, MSR cùng đi ngược thị trường",0
800 tỷ đồng cổ tức từ Techcombank (TCB) sắp chảy về ‘túi’ Masan (MSN),0
MSN: Kỳ vọng phục hồi ấn tượng,2
ĐHĐCĐ MSN: WinCommerce đặt mục tiêu đạt 30 triệu hội viên WIN trong 5 năm tới,0
"ĐHĐCĐ Masan (MSN): Ra mắt sản phẩm cơm tự chín, Omachi lên kế hoạch thành thương hiệu tỷ USD",0
"Gia tộc của nguyên mẫu nữ chính Hong Hae In phim ‘Nữ hoàng nước mắt’ nắm giữ lượng lớn cổ phiếu VIC, MSN, OIL,…",2
Vì sao HSBC nhận định cổ phiếu MSN của Tập đoàn Masan có upside lên đến 46%?,0
Vì sao cổ phiếu MSN của Masan được tổ chức tài chính định giá 102.800 đồng?,0
"Masan (MSN) dùng 7,5 triệu cổ phiếu ESOP 'tri ân' 95 nhân sự đặc biệt",2
MSN: Nhà đầu tư đang 'hời' khi đầu tư vào cổ phiếu MSN? - Chi tiết bài viết,0
"Mua sắm chợ truyền thống dần lụi tàn, chuỗi phân phối của MWG, MSN sẽ hưởng lợi?",0
Mạng di động ảo của Masan (MSN) thay ‘tướng’,2
"WinCommerce đem tiền về 3 tháng liên tiếp, Sếp Tập đoàn Masan (MSN) tự tin kết quả quý 3 bứt phá",0
"Trước khi sếp Masan Group nói “giá 80.000 đồng/cp với MSN là thấp”, JP Morgan định giá tới 98.000 đồng",0
Nhà Vua MSN Thức Giấc - CƠ HỘI VÀNG ĐỂ ĐẦU TƯ!,2
Con gái Chủ tịch Tập đoàn Masan muốn mua vào 10 triệu cổ phiếu MSN,0
Con gái tỷ phú Nguyễn Đăng Quang lần đầu 'đặt chân' lên sàn chứng khoán: Muốn chi hơn 785 tỷ đồng mua 10 triệu cổ phiếu MSN,0
"SK Group hoàn tất chuyển nhượng 76 triệu cổ phiếu MSN, rời ghế cổ đông lớn của Masan",0
Con gái Chủ tịch MSN chỉ mua được gần 85% số cổ phiếu đăng ký,0
MSN: Con gái Chủ tịch Tập đoàn Masan chi hơn 600 tỷ đồng mua vào cổ phiếu MSN - Chi tiết bài viết,0
Con gái Chủ tịch Masan Nguyễn Đăng Quang chi hơn 600 tỷ đồng mua vào cổ phiếu MSN,0
Con gái tỷ phú Nguyễn Đăng Quang đã chi khoảng 600 tỷ đồng mua cổ phiếu MSN,0
Cổ phiếu MSN của Masan Group bị khối ngoại bán ròng mạnh,0
Assessing the potential of MSN stock owned by billionaire Nguyen Dang Quang.,2
"Tiếp tục bứt phá, MSN được dự báo lãi quý IV tăng 1100%",0
"Yamal - Lewandowski - Raphinha bùng nổ ở Barcelona, mơ tái hiện ""tam tấu MSN""",0
"Lợi nhuận giảm 288 tỷ đồng do Techcombank chấm dứt hợp đồng với Manulife, Masan (MSN) vẫn báo lãi ròng quý 4 gần 700 tỷ đồng, gấp 14 lần cùng kỳ",0
"Tập đoàn Masan (MSN) bán xong công ty sản xuất bột vonfram hàng đầu thế giới, thu nghìn tỷ đồng",2
Tập đoàn Masan (MSN) rót hơn 500 tỷ đồng mua cổ phần công ty sản xuất pin sạc nhanh,0
Hàng tồn kho của MWG và PNJ tăng nhanh,0
"Bluetronics của MWG ""nhanh như chớp” tại thị trường Campuchia",2
"Thế giới Di động (MWG) giảm 8.000 tỷ hàng tồn kho, tăng tiền gửi lên cao gấp 3 lần với 10.598 tỷ đồng",0
Thế giới Di động (MWG) tiếp tục phát hành lượng cổ phiếu ESOP trị giá hơn 1.200 tỷ đồng trong năm 2021,2
Ba chuỗi bán lẻ MWG vào top website thương mại điện tử được truy cập nhiều nhất,2
3 website của MWG lọt top 10 trang TMĐT có lượt truy cập cao nhất Việt Nam,2
"Tìm động lực tăng trưởng, Thế giới Di động (MWG) mở bán cả trang sức",2
"Thế giới Di động (MWG) lập công ty logistics vốn 100 tỷ đồng, tái cấu trúc nhóm công ty",2
"Thế giới Di động (MWG) sẽ bán thêm quần áo thời trang, đồ thể thao trong năm 2021",2
MWG đã chi bao nhiêu tiền thuê mặt bằng hai chuỗi cửa hàng TGDD và ĐMX trong 8 tháng đầu năm?,0
"Thế giới Di động (MWG): Cổ phiếu vẫn tăng bất chấp những ""lùm xùm"", Thành viên HĐQT vừa mua thêm nhằm tăng sở hữu",0
"Bỏ ra chưa tới 200 tỷ, nhân viên Thế giới Di động (MWG) sắp nhận về lượng cổ phiếu trị giá tới gần 2.700 tỷ, ""lãi"" gấp 13 lần",0
Lịch sử giá cổ phiếu MWG và những thông tin cần biết,2
"Nhân viên TGDĐ sắp được mua ESOP giá chỉ 10.000 đồng/cổ phiếu: Thị giá MWG hiện là 137.700 đồng, nhưng không được chốt lời ngay!",0
Ông Đoàn Văn Hiểu Em bán thành công 400.000 cổ phiếu MWG ở vùng đỉnh lịch sử,2
Thế Giới Di Động (MWG) đạt kỷ lục doanh thu trong một quý,2
"Vay nợ hơn 1 tỷ USD, Thế Giới Di Động (MWG) vẫn “dư dả” cho vay các công ty chứng khoán hơn 900 tỷ đồng",0
"Ông Nguyễn Đức Tài đưa lời khuyên lúc Thế giới di động lên sàn: ""Tôi nói bỏ 1 tỷ duy nhất mua cổ phiếu MWG và quên đi, chắc chắn khi con em 18 tuổi nó sẽ có 100 tỷ để khởi nghiệp""",0
Chủ tịch Thế giới di động Nguyễn Đức Tài bị hỏi bất ngờ cũng không nhớ đang nắm chính xác bao nhiêu cổ phiếu MWG?,0
"MWG thành lập công ty con ""mở đường"" bán vốn và niêm yết Bách Hóa Xanh",2
"Sau Bách Hóa Xanh, ông Trần Kinh Doanh bất ngờ rút lui khỏi vị trí Thành viên HĐQT kiêm TGĐ công ty mẹ Thế Giới Di Động (MWG)",0
"Ông Đoàn Văn Hiểu Em đăng ký bán cổ phiếu MWG để giải quyết nhu cầu tài chính cá nhân, dự thu hơn 60 tỷ đồng",2
"Chưa từng xuất hiện trên truyền thông, tân CEO MWG thay thế ông Trần Kinh Doanh là ai?",0
"Dragon Capital bán gần 1,1 triệu cổ phiếu MWG, giảm sở hữu tại Thế giới Di động",0
"AVAKids trở thành ""con cưng"" mới của MWG: Mục tiêu 200 cửa hàng trong năm 2022, tham vọng số 1 thị trường sau 2 năm nhờ chiến lược bao phủ nông thôn",2
Thế giới di động (MWG) chia cổ tức bằng cổ phiếu tỷ lệ 100%,2
Đóng cửa hơn 400 cửa hàng Bách Hóa Xanh: MWG đang lùi một bước để tiến ba bước?,0
"Kỳ vọng Bách Hóa Xanh chuyển từ lỗ sang lãi, lợi nhuận ròng của MWG có thể xấp xỉ 9.000 tỷ đồng vào năm 2023",0
